1	1.92E+00	3.66E+00	3.76E+00	3.76E+00	3.66E+00	2.79E+00	2.31E-01	2.50E-03	2.50E-05	3.54E+00	3.88E+00	3.89E+00	3.89E+00	3.88E+00	3.76E+00	1.51E+00	2.48E-02	2.50E-04	3.87E+00	3.90E+00	3.90E+00	3.90E+00	3.90E+00	3.89E+00	3.37E+00	2.35E-01	2.50E-03
2	8.73E-01	3.48E+00	3.76E+00	3.76E+00	3.64E+00	2.49E+00	2.28E-01	2.50E-03	2.50E-05	2.90E+00	3.86E+00	3.89E+00	3.89E+00	3.88E+00	3.70E+00	1.49E+00	2.48E-02	2.50E-04	3.78E+00	3.90E+00	3.90E+00	3.90E+00	3.90E+00	3.88E+00	3.36E+00	2.35E-01	2.50E-03
4	2.74E-01	3.04E+00	3.76E+00	3.76E+00	3.63E+00	2.20E+00	2.19E-01	2.50E-03	2.50E-05	1.68E+00	3.80E+00	3.89E+00	3.89E+00	3.88E+00	3.63E+00	1.46E+00	2.48E-02	2.50E-04	3.45E+00	3.90E+00	3.90E+00	3.90E+00	3.90E+00	3.88E+00	3.34E+00	2.35E-01	2.50E-03
8	6.93E-02	2.25E+00	3.76E+00	3.76E+00	3.63E+00	1.99E+00	1.97E-01	2.49E-03	2.50E-05	5.98E-01	3.64E+00	3.89E+00	3.89E+00	3.88E+00	3.56E+00	1.36E+00	2.48E-02	2.50E-04	2.51E+00	3.88E+00	3.90E+00	3.90E+00	3.90E+00	3.87E+00	3.29E+00	2.34E-01	2.50E-03
16	1.63E-02	1.26E+00	3.76E+00	3.76E+00	3.62E+00	1.84E+00	1.56E-01	2.48E-03	2.50E-05	1.57E-01	3.23E+00	3.89E+00	3.89E+00	3.88E+00	3.51E+00	1.15E+00	2.47E-02	2.50E-04	1.15E+00	3.83E+00	3.90E+00	3.90E+00	3.90E+00	3.86E+00	3.15E+00	2.33E-01	2.50E-03
32	3.74E-03	5.01E-01	3.76E+00	3.76E+00	3.62E+00	1.72E+00	1.10E-01	2.44E-03	2.50E-05	3.70E-02	2.33E+00	3.89E+00	3.89E+00	3.88E+00	3.47E+00	8.76E-01	2.43E-02	2.50E-04	3.41E-01	3.66E+00	3.90E+00	3.90E+00	3.90E+00	3.86E+00	2.90E+00	2.30E-01	2.50E-03
64	8.57E-04	1.54E-01	3.76E+00	3.76E+00	3.62E+00	1.63E+00	7.93E-02	2.30E-03	2.50E-05	8.55E-03	1.14E+00	3.89E+00	3.89E+00	3.88E+00	3.43E+00	6.70E-01	2.29E-02	2.50E-04	8.39E-02	3.14E+00	3.90E+00	3.90E+00	3.90E+00	3.85E+00	2.63E+00	2.17E-01	2.50E-03
128	1.97E-04	4.18E-02	3.76E+00	3.76E+00	3.61E+00	1.55E+00	6.18E-02	1.93E-03	2.49E-05	1.97E-03	3.81E-01	3.89E+00	3.89E+00	3.87E+00	3.39E+00	5.41E-01	1.92E-02	2.49E-04	1.96E-02	2.03E+00	3.90E+00	3.90E+00	3.90E+00	3.85E+00	2.41E+00	1.84E-01	2.49E-03
